state_id,variant_type,variant_id,j_star_C,margin_C,R_manifold,agrees_with_original
bloodmnist_seed48_after,theta_eps0.01,4,239,0.048181161856089394,0.280109835128237,True
bloodmnist_seed49_before,x_ref,1,67,0.021521914886352023,0.2647438371884525,False
bloodmnist_seed49_before,x_ref,2,186,0.0360997906286088,0.3571287545307432,False
bloodmnist_seed49_before,x_ref,3,99,0.0032795131251133758,0.30600982381617386,False
bloodmnist_seed49_before,x_ref,4,85,0.04361810285442086,0.2630859780530861,False
bloodmnist_seed49_before,theta_eps0.001,0,145,0.03037454036711712,0.22576867684204466,True
bloodmnist_seed49_before,theta_eps0.001,1,145,0.030286798370913803,0.2255758663219012,True
bloodmnist_seed49_before,theta_eps0.001,2,145,0.032478250667022424,0.22528362983589964,True
bloodmnist_seed49_before,theta_eps0.001,3,145,0.033054498930913834,0.22547747124323245,True
bloodmnist_seed49_before,theta_eps0.001,4,145,0.027284100758349417,0.22510366252394484,True
bloodmnist_seed49_before,theta_eps0.01,0,145,0.015232047632879164,0.2330880054395337,True
bloodmnist_seed49_before,theta_eps0.01,1,145,0.022332641653202007,0.22815919024085818,True
bloodmnist_seed49_before,theta_eps0.01,2,145,0.043541918251510325,0.22365146099432623,True
bloodmnist_seed49_before,theta_eps0.01,3,145,0.026240401380597134,0.2277578429110535,True
bloodmnist_seed49_before,theta_eps0.01,4,127,0.0076291276525685126,0.2227881392914033,False
bloodmnist_seed49_after,x_ref,1,130,0.005656574630822975,0.29816209217559825,False
bloodmnist_seed49_after,x_ref,2,101,0.1622974633445961,0.27739295852853185,False
bloodmnist_seed49_after,x_ref,3,16,0.15975443653481797,0.3422784479464874,False
bloodmnist_seed49_after,x_ref,4,64,0.09425786542101999,0.3257854773194032,False
bloodmnist_seed49_after,theta_eps0.001,0,97,0.014674951272374004,0.32200158221678316,True
bloodmnist_seed49_after,theta_eps0.001,1,97,0.020041370755773058,0.32146652691969013,True
bloodmnist_seed49_after,theta_eps0.001,2,97,0.017791878781128923,0.32089237550221805,True
bloodmnist_seed49_after,theta_eps0.001,3,97,0.021314746895408132,0.32089349598597383,True
bloodmnist_seed49_after,theta_eps0.001,4,97,0.015115153819551419,0.3209554706998548,True
bloodmnist_seed49_after,theta_eps0.01,0,37,0.0330672753546688,0.32975458201792623,False
bloodmnist_seed49_after,theta_eps0.01,1,97,0.020351988921043618,0.32471522829475513,True
bloodmnist_seed49_after,theta_eps0.01,2,97,4.976941148371328e-06,0.31941983194493767,True
bloodmnist_seed49_after,theta_eps0.01,3,97,0.031055158620018453,0.31887840395216205,True
