seed,condition,label,score
49,random_direction,1,6.185413414343627
49,random_direction,1,5.752158882656083
49,random_direction,1,6.230721410053419
49,random_direction,1,6.7389829761112265
49,random_direction,1,5.9678481935204815
49,random_direction,1,5.44565523992335
49,random_direction,1,6.7049294929212095
49,random_direction,1,6.148176334333309
49,constrained_optimized,1,5.370937966190571
49,constrained_optimized,1,6.207406484515905
49,constrained_optimized,1,5.8722984200884
49,constrained_optimized,1,5.325859694706941
49,constrained_optimized,1,6.005734537732811
49,constrained_optimized,1,5.775702608743009
49,constrained_optimized,1,5.276595174838298
49,constrained_optimized,1,5.102377572904221
49,constrained_optimized,1,5.509802033703336
49,constrained_optimized,1,5.468462199793841
49,constrained_optimized,1,5.448658030524755
49,constrained_optimized,1,5.466649330110364
49,constrained_optimized,1,6.43115141662019
49,constrained_optimized,1,6.184596861252154
49,constrained_optimized,1,5.911157509120952
50,clean,0,4.521878269970532
50,clean,0,3.401249010354871
50,clean,0,4.018524142180188
50,clean,0,3.992280264668808
50,clean,0,3.507913128486282
50,clean,0,3.5167082811087886
50,clean,0,3.531120684463556
50,clean,0,3.4806454031665255
50,clean,0,3.2656430465131474
50,clean,0,4.350041266723757
50,clean,0,4.072927421966833
50,clean,0,4.3002923602230805
50,clean,0,3.96455378238427
50,clean,0,4.082163812863482
50,clean,0,3.8147091838241884
50,random_direction,1,5.987891523595702
50,random_direction,1,6.086531604501492
50,random_direction,1,6.182032117872091
50,random_direction,1,5.428671208854215
50,random_direction,1,5.98956683295416
50,random_direction,1,5.8484326905871855
50,random_direction,1,5.565912968903003
50,random_direction,1,6.098728715362394
50,random_direction,1,6.238139353473699
50,random_direction,1,5.918353436444286
50,random_direction,1,6.343156961319842
50,random_direction,1,5.851095654415741
50,random_direction,1,6.452452075450152
50,random_direction,1,5.699328265176381
50,random_direction,1,5.8302606864184385
50,constrained_optimized,1,5.283582559177911
50,constrained_optimized,1,5.816245931343097
50,constrained_optimized,1,5.958047348757134
50,constrained_optimized,1,6.050448873386138
50,constrained_optimized,1,5.903994122777065
50,constrained_optimized,1,6.360535927067528
50,constrained_optimized,1,5.324121504404899
50,constrained_optimized,1,5.446641487048381
50,constrained_optimized,1,5.356982297014058
50,constrained_optimized,1,5.422182204006448
50,constrained_optimized,1,5.521354257554621
50,constrained_optimized,1,4.985696740946666
50,constrained_optimized,1,5.276245875105572
50,constrained_optimized,1,5.631865714827067
50,constrained_optimized,1,5.871573824803559
51,clean,0,4.707126515202442
51,clean,0,4.07140606156079
51,clean,0,4.072016221288931
51,clean,0,3.4582333079294316
51,clean,0,3.6301440952164934
51,clean,0,3.8302773244740527
51,clean,0,3.9420224407775355
51,clean,0,3.9358985686688004
51,clean,0,3.495620463588593
51,clean,0,3.5438369918730563
51,clean,0,3.8318349693859868
51,clean,0,3.8187311547307066
51,clean,0,3.907862139822602
51,clean,0,3.322009680404136
51,clean,0,4.134235729612879
51,random_direction,1,5.868484495863588
51,random_direction,1,6.116919779670108
51,random_direction,1,5.720984121675971
51,random_direction,1,5.078377997151393
51,random_direction,1,5.188779871018755
51,random_direction,1,5.272569455472608
51,random_direction,1,5.908039090971399
51,random_direction,1,6.007100880685887
51,random_direction,1,5.494473243721296
51,random_direction,1,5.709492965403354
51,random_direction,1,5.341091532698331
51,random_direction,1,5.342267260520145
51,random_direction,1,5.433803402944618
51,random_direction,1,5.276156801618853
51,random_direction,1,5.462168666301329
51,constrained_optimized,1,5.369430039790385
51,constrained_optimized,1,5.406611890844055
51,constrained_optimized,1,5.400809251500628
51,constrained_optimized,1,4.873568079487784
51,constrained_optimized,1,5.439087228881117
51,constrained_optimized,1,5.707590637685354
51,constrained_optimized,1,5.699731371225988
51,constrained_optimized,1,5.133654205021918
51,constrained_optimized,1,5.691789667806401
51,constrained_optimized,1,5.376796394595359
51,constrained_optimized,1,5.173100648654913
51,constrained_optimized,1,5.780547220595353
51,constrained_optimized,1,5.549199923100127
51,constrained_optimized,1,5.125629653679448
51,constrained_optimized,1,5.160267207311677
