seed,condition,label,score_manifold,score_naive_offdiag,score_trace_distance
45,clean,0,3.7934342911708003,8.020663520085877,0.2649659689597148
45,clean,0,4.009523079239328,8.425491499840906,0.294798014603077
45,clean,0,3.6476113800748755,7.3487855987145485,0.2711653748621594
45,clean,0,3.4822937989828566,7.111719689286168,0.29346969124631417
45,clean,0,3.4856786508272823,7.284898238779,0.26255721639682994
45,clean,0,3.5365434711835397,7.250250145489105,0.25064892490954155
45,clean,0,3.8494368521831164,7.327916358247035,0.26007617833000196
45,clean,0,4.046543538107479,7.177292499591332,0.26039426956793377
45,clean,0,3.680785146290808,6.937198189275411,0.26338109170485036
45,zz_scale_0.05,1,3.692925614754403,7.409382068840611,0.25736114036471774
45,zz_scale_0.05,1,4.188807143527977,7.453535278333576,0.27500407862240495
45,zz_scale_0.05,1,3.9803096008923684,7.648290605647465,0.26278154407396126
45,zz_scale_0.05,1,4.484328464381585,8.031110188740175,0.27840096086729016
45,zz_scale_0.05,1,4.187569607575951,7.744926695119035,0.2701070403808828
45,zz_scale_0.05,1,3.902743638964914,7.235572413697873,0.27524157866358523
45,zz_scale_0.05,1,4.007591577993599,7.75858789045211,0.2876997358667378
45,zz_scale_0.05,1,3.9040525608596597,7.551922049774614,0.2631032541663939
45,zz_scale_0.05,1,3.897641894646081,7.902035370724323,0.2666668538725335
45,zz_scale_0.05,1,3.6661937364756296,7.326640850507628,0.2673525526123776
45,zz_scale_0.05,1,3.5928759812978233,6.898576456980624,0.2624640375932208
45,zz_scale_0.05,1,3.3073767109578913,7.344789340652954,0.26440226012977275
45,zz_scale_0.05,1,3.9923585586098387,7.580156475784965,0.26460941118333714
45,zz_scale_0.05,1,3.6989244807370127,7.277183101488717,0.2618188618584854
45,zz_scale_0.05,1,3.596807793677031,7.286652880162695,0.27939771094355614
45,zz_scale_0.15,1,3.92717430309842,7.313052175964846,0.3094281715696069
45,zz_scale_0.15,1,4.03860082706416,7.3756000025677615,0.29958940364552394
45,zz_scale_0.15,1,4.513305760584645,7.971950475447745,0.3259420870180261
45,zz_scale_0.15,1,5.21654062737987,8.380359197889906,0.3194213237832657
45,zz_scale_0.15,1,4.020923157171409,7.275929751386138,0.30423165379802924
45,zz_scale_0.15,1,4.4362984104560805,7.604303312379571,0.30865072714042585
45,zz_scale_0.15,1,4.501610076713361,7.667445430741664,0.29492155922039287
45,zz_scale_0.15,1,4.551464717863042,8.398663761124617,0.32526100110554046
45,zz_scale_0.15,1,4.968196054977436,8.426083484867597,0.32864056674620223
45,zz_scale_0.15,1,4.732137563123762,7.9799137873218235,0.32431327546264876
45,zz_scale_0.15,1,4.529589982176379,8.491592109428458,0.28639461954606066
45,zz_scale_0.15,1,4.757225300925234,8.11877246674594,0.3370682095540982
45,zz_scale_0.15,1,5.000811087406227,7.921759237591801,0.34279559970208295
45,zz_scale_0.15,1,4.475981338465451,7.8310673360428105,0.30133719108700036
45,zz_scale_0.15,1,4.042416633941201,7.80532040643412,0.3021583688637126
45,zz_scale_0.3,1,4.840254852945446,8.151207858051302,0.38565539369199514
45,zz_scale_0.3,1,5.157500188242922,8.972978696932248,0.412569549860585
45,zz_scale_0.3,1,5.864234971439287,9.12273101080282,0.3977796029459939
45,zz_scale_0.3,1,4.698028808213239,8.671142200277496,0.38276181793878805
45,zz_scale_0.3,1,5.1868956189683475,9.119702854959284,0.36732166387426385
45,zz_scale_0.3,1,5.325087435417481,8.38563718899493,0.396177383538932
45,zz_scale_0.3,1,4.934687850181505,8.74311813874271,0.38896418867675026
45,zz_scale_0.3,1,4.755323716557827,8.136989358599774,0.3604318176898106
