seed,condition,label,delta_pilot
48,zz_scale_0.3,1,7.90577239865851
48,zz_scale_0.6,1,8.607430713828249
48,zz_scale_0.6,1,9.149808638660415
48,zz_scale_0.6,1,8.563590647222995
48,zz_scale_0.6,1,8.635769131653937
48,zz_scale_0.6,1,8.699355574121084
48,zz_scale_0.6,1,8.461028848622089
48,zz_scale_0.6,1,8.904206247647341
48,zz_scale_0.6,1,9.505335309117632
48,zz_scale_0.6,1,8.658010842349025
48,zz_scale_0.6,1,9.144691227271725
48,zz_scale_0.6,1,8.767398831419092
48,zz_scale_0.6,1,8.425583340914313
48,zz_scale_0.6,1,8.684207343361845
48,zz_scale_0.6,1,8.578700295699676
48,zz_scale_0.6,1,9.298464082269968
48,zz_scale_1.0,1,9.316007079283779
48,zz_scale_1.0,1,10.130539617046418
48,zz_scale_1.0,1,8.330751452674908
48,zz_scale_1.0,1,8.533572672384883
48,zz_scale_1.0,1,7.972037110202331
48,zz_scale_1.0,1,8.562133565465897
48,zz_scale_1.0,1,8.292813697187848
48,zz_scale_1.0,1,9.170435225050676
48,zz_scale_1.0,1,9.5930237730853
48,zz_scale_1.0,1,9.615570294818513
48,zz_scale_1.0,1,8.401803330579629
48,zz_scale_1.0,1,8.839429163206175
48,zz_scale_1.0,1,8.952086846942558
48,zz_scale_1.0,1,8.936817352652485
48,zz_scale_1.0,1,8.435759245044062
48,z_only,1,8.250238167043232
48,z_only,1,9.110211616804557
48,z_only,1,8.207386076718826
48,z_only,1,7.775581823069974
48,z_only,1,8.193192688847125
48,z_only,1,8.681865888228579
48,z_only,1,7.527229151970295
48,z_only,1,7.935714947197342
48,z_only,1,9.235798761018737
48,z_only,1,8.606568615082857
48,z_only,1,8.218722651067802
48,z_only,1,8.77627556747415
48,z_only,1,8.72824806352657
48,z_only,1,8.051280710421349
48,z_only,1,8.655949021724625
49,clean,0,6.084987260878139
49,clean,0,5.111276696161157
49,clean,0,6.125450865547915
49,clean,0,6.069126802069742
49,clean,0,6.209928268882247
49,clean,0,5.859882778862357
49,clean,0,6.2158868444487565
49,clean,0,7.0480973815732675
49,clean,0,6.775543523993188
49,clean,0,5.817400037912495
49,clean,0,6.178013705418149
49,clean,0,6.05046690524488
49,clean,0,5.535560495526216
49,clean,0,6.5309771128205565
49,clean,0,5.820174402614333
49,zz_scale_0.05,1,6.074202398260794
49,zz_scale_0.05,1,5.366682207675317
49,zz_scale_0.05,1,5.322779918927813
49,zz_scale_0.05,1,5.778390328398404
49,zz_scale_0.05,1,5.718199067554153
49,zz_scale_0.05,1,5.131609240256278
49,zz_scale_0.05,1,5.972735236519502
49,zz_scale_0.05,1,5.9807669773336025
49,zz_scale_0.05,1,6.2822563289168425
49,zz_scale_0.05,1,6.516235417807316
49,zz_scale_0.05,1,5.480055793248121
49,zz_scale_0.05,1,5.850433371313656
49,zz_scale_0.05,1,6.132359127065414
49,zz_scale_0.05,1,6.116203329076077
49,zz_scale_0.05,1,6.198043917284635
49,zz_scale_0.15,1,6.794073581203975
49,zz_scale_0.15,1,6.790255311878615
49,zz_scale_0.15,1,7.602909752897083
49,zz_scale_0.15,1,6.2356752946760405
49,zz_scale_0.15,1,6.228610097793859
49,zz_scale_0.15,1,6.7205401384399375
49,zz_scale_0.15,1,7.395241705291777
49,zz_scale_0.15,1,6.2257898369118765
49,zz_scale_0.15,1,6.749299649234845
49,zz_scale_0.15,1,7.189767955099216
49,zz_scale_0.15,1,6.107637768301793
49,zz_scale_0.15,1,7.71254942951072
49,zz_scale_0.15,1,6.998194604981388
49,zz_scale_0.15,1,6.704267033857506
49,zz_scale_0.15,1,7.607197867425311
49,zz_scale_0.3,1,9.10834169456551
49,zz_scale_0.3,1,7.827178404317088
49,zz_scale_0.3,1,8.73178077173738
49,zz_scale_0.3,1,8.23626929254973
49,zz_scale_0.3,1,7.9875843427919095
49,zz_scale_0.3,1,9.05059615338167
49,zz_scale_0.3,1,7.761678388048774
49,zz_scale_0.3,1,8.35292051836628
49,zz_scale_0.3,1,7.989670202603276
49,zz_scale_0.3,1,8.32632119533068
49,zz_scale_0.3,1,7.974138858162306
49,zz_scale_0.3,1,7.767048570148458
49,zz_scale_0.3,1,8.509016937942713
49,zz_scale_0.3,1,8.294054722127184
49,zz_scale_0.3,1,9.061648149389978
49,zz_scale_0.6,1,8.311621136216834
49,zz_scale_0.6,1,8.911761833349301
49,zz_scale_0.6,1,8.51520279864513
49,zz_scale_0.6,1,9.392531895100396
49,zz_scale_0.6,1,9.351519830124976
49,zz_scale_0.6,1,9.005309315652848
49,zz_scale_0.6,1,8.137493102229195
49,zz_scale_0.6,1,8.4386769034363
49,zz_scale_0.6,1,8.883624313393959
49,zz_scale_0.6,1,8.725956125918472
49,zz_scale_0.6,1,8.16237064561935
49,zz_scale_0.6,1,8.464570728770514
49,zz_scale_0.6,1,8.748360547813956
49,zz_scale_0.6,1,7.471242921978092
49,zz_scale_0.6,1,9.323010261420553
49,zz_scale_1.0,1,9.429886383395159
49,zz_scale_1.0,1,9.483178614738467
49,zz_scale_1.0,1,8.657194161948777
49,zz_scale_1.0,1,8.26077301952949
49,zz_scale_1.0,1,7.823912297702603
49,zz_scale_1.0,1,8.66074444455296
49,zz_scale_1.0,1,8.506447820610672
49,zz_scale_1.0,1,8.655694344441226
49,zz_scale_1.0,1,9.009611629572126
49,zz_scale_1.0,1,7.663502043565344
49,zz_scale_1.0,1,8.491396708539328
49,zz_scale_1.0,1,8.844403668301444
49,zz_scale_1.0,1,7.629855537654197
49,zz_scale_1.0,1,7.894652846259982
49,zz_scale_1.0,1,8.717494840490861
49,z_only,1,8.986284192694368
49,z_only,1,7.936411317634638
49,z_only,1,7.957420237258288
49,z_only,1,8.590705470871038
49,z_only,1,8.535377568274988
49,z_only,1,8.188606255930184
49,z_only,1,8.994738974136745
49,z_only,1,8.49884668245065
49,z_only,1,8.967691040626217
49,z_only,1,8.718864261982938
49,z_only,1,8.834367768214515
49,z_only,1,8.483505496815944
49,z_only,1,8.829513938349983
49,z_only,1,8.327388134935525
49,z_only,1,8.103380782594904
50,clean,0,5.8444458844157925
50,clean,0,6.410809832643871
50,clean,0,5.668791825574919
50,clean,0,6.0482361473559845
50,clean,0,6.932112713005405
50,clean,0,6.86063140154296
50,clean,0,5.91987889685602
50,clean,0,6.008803405759771
50,clean,0,6.298064767404007
50,clean,0,6.660468485833091
50,clean,0,5.780839893052306
50,clean,0,6.516398331184348
50,clean,0,6.032349609335744
50,clean,0,6.570292332124173
50,clean,0,6.6696344312660765
50,zz_scale_0.05,1,5.58222486764681
50,zz_scale_0.05,1,6.217820893484453
50,zz_scale_0.05,1,5.662258855298886
50,zz_scale_0.05,1,5.537743235820665
50,zz_scale_0.05,1,5.6179046324852004
50,zz_scale_0.05,1,6.940276519479779
50,zz_scale_0.05,1,6.811075553028114
50,zz_scale_0.05,1,6.660689189728847
50,zz_scale_0.05,1,5.488272269726322
50,zz_scale_0.05,1,6.242858416028315
50,zz_scale_0.05,1,5.675103406038597
50,zz_scale_0.05,1,6.118716648037617
50,zz_scale_0.05,1,6.45982417430769
50,zz_scale_0.05,1,6.184905096695494
50,zz_scale_0.05,1,7.074635462403178
50,zz_scale_0.15,1,7.260774323027922
50,zz_scale_0.15,1,6.605584380607664
50,zz_scale_0.15,1,6.371069844424251
50,zz_scale_0.15,1,6.459311724371861
50,zz_scale_0.15,1,6.351435238991134
50,zz_scale_0.15,1,7.259767883584066
50,zz_scale_0.15,1,6.474663977745443
50,zz_scale_0.15,1,7.4560956478623925
50,zz_scale_0.15,1,6.940055654384698
50,zz_scale_0.15,1,6.409590176846701
50,zz_scale_0.15,1,6.376861451163572
50,zz_scale_0.15,1,6.468456858169999
50,zz_scale_0.15,1,7.630305395530074
50,zz_scale_0.15,1,6.9722368458737565
50,zz_scale_0.15,1,6.38165818522919
50,zz_scale_0.3,1,7.569060627471866
50,zz_scale_0.3,1,6.870335520284441
50,zz_scale_0.3,1,7.799672329066763
50,zz_scale_0.3,1,6.914362116954527
50,zz_scale_0.3,1,6.5203253830807
50,zz_scale_0.3,1,6.903715871793839
50,zz_scale_0.3,1,7.394010632673331
50,zz_scale_0.3,1,7.410790734431625
50,zz_scale_0.3,1,7.127110314205362
50,zz_scale_0.3,1,6.943808881336387
50,zz_scale_0.3,1,7.225480846633872
50,zz_scale_0.3,1,7.364685566861814
50,zz_scale_0.3,1,7.522126563306273
50,zz_scale_0.3,1,7.719297888793026
50,zz_scale_0.3,1,6.721236990557848
50,zz_scale_0.6,1,8.382350150044852
50,zz_scale_0.6,1,8.326225496936253
50,zz_scale_0.6,1,8.457261309282993
50,zz_scale_0.6,1,8.056617411513791
50,zz_scale_0.6,1,7.891450726379592
50,zz_scale_0.6,1,8.271286621334019
50,zz_scale_0.6,1,8.21688325827388
50,zz_scale_0.6,1,7.336753746829359
50,zz_scale_0.6,1,8.395109241893174
50,zz_scale_0.6,1,7.683210468868538
50,zz_scale_0.6,1,7.679559809214913
50,zz_scale_0.6,1,7.6189834184072724
50,zz_scale_0.6,1,9.088846127023915
50,zz_scale_0.6,1,8.205458562497968
50,zz_scale_0.6,1,8.537897223635257
50,zz_scale_1.0,1,8.721862405627398
50,zz_scale_1.0,1,7.9249437655031825
50,zz_scale_1.0,1,7.950710734778707
50,zz_scale_1.0,1,9.231389228916843
50,zz_scale_1.0,1,8.719452098804645
50,zz_scale_1.0,1,8.28037394258759
50,zz_scale_1.0,1,8.772742471666366
50,zz_scale_1.0,1,8.385677620889405
50,zz_scale_1.0,1,8.880409525517035
50,zz_scale_1.0,1,8.26294364472995
50,zz_scale_1.0,1,8.30662094094543
50,zz_scale_1.0,1,8.003891569612096
50,zz_scale_1.0,1,8.539119237077836
50,zz_scale_1.0,1,9.219527763058199
50,zz_scale_1.0,1,8.42068668958413
50,z_only,1,7.863721191255182
50,z_only,1,7.907068954680202
50,z_only,1,7.861954126496719
50,z_only,1,7.933528932708859
50,z_only,1,8.421203203345145
50,z_only,1,8.032031913359873
50,z_only,1,8.254738364155765
50,z_only,1,8.125262645799248
50,z_only,1,7.809422118541887
50,z_only,1,7.413762722854646
50,z_only,1,7.571756196895081
50,z_only,1,8.950219495837178
50,z_only,1,8.230292014841986
50,z_only,1,7.525578559766558
50,z_only,1,8.292848358566859
51,clean,0,6.675584727483342
51,clean,0,6.653385744626947
51,clean,0,5.489653447171096
51,clean,0,6.028542156025408
51,clean,0,5.444453050585018
51,clean,0,5.913895114980583
51,clean,0,6.241795500672336
51,clean,0,6.391835618103331
51,clean,0,7.090754840333987
51,clean,0,5.797888386976103
51,clean,0,6.24177263812764
51,clean,0,6.329106647455987
51,clean,0,5.65962308436753
51,clean,0,6.106345672094038
51,clean,0,6.412846756733227
51,zz_scale_0.05,1,5.75618495652386
51,zz_scale_0.05,1,6.62745845342212
51,zz_scale_0.05,1,6.005752919799398
51,zz_scale_0.05,1,6.507660427301735
51,zz_scale_0.05,1,6.040572458256529
51,zz_scale_0.05,1,6.454854279675653
51,zz_scale_0.05,1,5.391603076771088
51,zz_scale_0.05,1,6.834794140561431
51,zz_scale_0.05,1,6.464169225136152
51,zz_scale_0.05,1,6.317349297042661
51,zz_scale_0.05,1,5.373386324171307
51,zz_scale_0.05,1,6.678067193110935
51,zz_scale_0.05,1,6.128869076219274
51,zz_scale_0.05,1,5.376525680732451
51,zz_scale_0.05,1,5.898559170369969
51,zz_scale_0.15,1,6.183671132361917
51,zz_scale_0.15,1,6.751092843872185
51,zz_scale_0.15,1,6.658330363918008
51,zz_scale_0.15,1,6.889947286698304
51,zz_scale_0.15,1,5.4687680768956195
51,zz_scale_0.15,1,6.656338336669607
51,zz_scale_0.15,1,6.060932008315591
51,zz_scale_0.15,1,6.543906356051954
51,zz_scale_0.15,1,7.015978444223477
51,zz_scale_0.15,1,6.206629107067145
51,zz_scale_0.15,1,6.656834339011418
51,zz_scale_0.15,1,5.970881772699424
51,zz_scale_0.15,1,6.862538093478022
51,zz_scale_0.15,1,6.53995611177121
51,zz_scale_0.15,1,6.159757087754523
51,zz_scale_0.3,1,6.693617278606204
51,zz_scale_0.3,1,7.531707204640385
51,zz_scale_0.3,1,6.486778590207335
51,zz_scale_0.3,1,7.3048988033094036
51,zz_scale_0.3,1,6.831887029959478
51,zz_scale_0.3,1,6.636707606315451
51,zz_scale_0.3,1,7.713927197847221
51,zz_scale_0.3,1,6.166219264884283
51,zz_scale_0.3,1,7.492101927086489
51,zz_scale_0.3,1,6.29193786815303
51,zz_scale_0.3,1,6.9516657783986
51,zz_scale_0.3,1,7.398808183452686
51,zz_scale_0.3,1,5.812528715756267
51,zz_scale_0.3,1,6.8485985344222815
51,zz_scale_0.3,1,7.602635395012634
51,zz_scale_0.6,1,7.262772588349381
51,zz_scale_0.6,1,8.560497500077002
51,zz_scale_0.6,1,8.46805899840251
51,zz_scale_0.6,1,8.73791112824213
51,zz_scale_0.6,1,8.32841509342641
51,zz_scale_0.6,1,7.983712531329233
51,zz_scale_0.6,1,7.758841352690928
51,zz_scale_0.6,1,7.605356443093487
51,zz_scale_0.6,1,8.31101881006328
51,zz_scale_0.6,1,7.31038871207204
51,zz_scale_0.6,1,7.785389935630734
51,zz_scale_0.6,1,8.719241934401339
51,zz_scale_0.6,1,7.710074133714316
51,zz_scale_0.6,1,8.368712740989169
51,zz_scale_0.6,1,7.622976436342395
51,zz_scale_1.0,1,7.524033233170786
51,zz_scale_1.0,1,7.68767503042185
51,zz_scale_1.0,1,8.604510983131165
51,zz_scale_1.0,1,8.35945371904014
51,zz_scale_1.0,1,7.988772152092917
51,zz_scale_1.0,1,8.487906437793907
51,zz_scale_1.0,1,7.353059183530569
51,zz_scale_1.0,1,7.910138295779422
51,zz_scale_1.0,1,7.611680377029351
51,zz_scale_1.0,1,7.932730430122647
51,zz_scale_1.0,1,8.464120659906117
51,zz_scale_1.0,1,6.740374101888894
51,zz_scale_1.0,1,8.396502067626983
51,zz_scale_1.0,1,8.824804559439517
51,zz_scale_1.0,1,8.560332118408638
51,z_only,1,7.772159279713585
51,z_only,1,8.749440592093649
51,z_only,1,7.955007447345382
51,z_only,1,7.9388865277361695
51,z_only,1,8.121883478015887
51,z_only,1,7.468917289005589
51,z_only,1,7.59448409833018
51,z_only,1,8.455040644084509
51,z_only,1,8.105672080186716
51,z_only,1,7.413497993978165
51,z_only,1,8.374134982484966
51,z_only,1,7.5656287449909785
51,z_only,1,7.742145828120128
51,z_only,1,7.946056107829225
51,z_only,1,7.633679165492312
